Order_ID,Order_Date,Customer_ID,Customer_Name,Region,City,Category,Product,Quantity,Unit_Price,Discount,Payment_Method,Order_Status,Ship_Mode,Sales,Profit,Cost,Year
ORD100974,2024-04-03,CUST1719,Stephanie Shaffer,South,Newcastle,Beverages,He Set,8,141.13,0.06,Cash,Pending,Standard,1061.3,71.16,990.14,2024
ORD103992,2024-04-03,CUST1051,Michelle Love,South,London,Beverages,Standard Bag,9,76.81,0.11,Mobile Payment,Cancelled,Same-Day,615.25,108.22,507.03,2024
ORD104436,2024-04-03,CUST1152,Heather Mills,North,London,Beverages,Whose Box,9,65.25,0.05,Cash,Completed,Standard,557.89,71.84,486.05,2024
ORD104257,2024-04-04,CUST1191,Joel Hernandez,North,Bristol,Dairy,Impact Set,2,10.5,0.11,Mobile Payment,Pending,Express,18.69,2.29,16.4,2024
ORD101115,2024-04-04,CUST1600,Hunter Ayala,North,Manchester,Beverages,Draw Bottle,2,60.35,0.25,Credit Card,Pending,Same-Day,90.52,9.06,81.46,2024
ORD100343,2024-04-04,CUST1608,Justin Hall,North,London,Frozen Foods,Power Bottle,3,89.0,0.21,Mobile Payment,Pending,Same-Day,210.93,21.96,188.97,2024
ORD101021,2024-04-04,CUST1870,Ryan Lozano,North,Newcastle,Bakery,Stand Bag,3,76.78,0.13,Cash,Pending,Express,200.4,20.68,179.72,2024
ORD102403,2024-04-04,CUST1428,Eric Kelley,West,Glasgow,Snacks,When Bag,4,59.42,0.12,Credit Card,Pending,Standard,209.16,12.05,197.11,2024
ORD100829,2024-04-04,CUST1284,Laura Herrera,West,Birmingham,Beverages,Performance Bag,1,64.57,0.19,Cash,Completed,Express,52.3,8.37,43.93,2024
ORD100955,2024-04-04,CUST1029,Andrea Wright,North,Sheffield,Snacks,You Pack,4,71.09,0.08,Cash,Cancelled,Same-Day,261.61,23.76,237.85,2024
ORD104976,2024-04-04,CUST1456,Jared Raymond,West,Birmingham,Household,Tough Bottle,8,74.82,0.22,Online Payment,Completed,Standard,466.88,33.25,433.63,2024
ORD100765,2024-04-04,CUST1490,Kimberly Quinn,East,Liverpool,Beverages,Lose Set,4,40.25,0.2,Online Payment,Cancelled,Express,128.8,27.3,101.5,2024
ORD102655,2024-04-04,CUST1105,Joseph Jones,West,Liverpool,Produce,Still Set,7,122.9,0.02,Cash,Cancelled,Standard,843.09,200.83,642.26,2024
ORD100520,2024-04-04,CUST1652,Andrew Henry,East,Bristol,Dairy,Concern Set,9,36.02,0.16,Online Payment,Completed,Express,272.31,16.42,255.89,2024
ORD101803,2024-04-04,CUST1007,Jessica Cunningham,West,Glasgow,Beverages,Speak Set,2,36.12,0.08,Mobile Payment,Cancelled,Same-Day,66.46,12.1,54.36,2024
ORD104710,2024-04-05,CUST1617,Lisa Cook,West,Liverpool,Produce,Turn Bottle,8,140.46,0.22,Credit Card,Pending,Same-Day,876.47,160.4,716.07,2024
ORD100450,2024-04-05,CUST1889,Christian Baldwin,West,Newcastle,Produce,Bill Set,9,140.39,0.19,Credit Card,Pending,Standard,1023.44,130.92,892.52,2024
ORD101270,2024-04-05,CUST1413,Rebekah Mejia,North,Bristol,Snacks,Memory Pack,5,147.44,0.16,Mobile Payment,Pending,Express,619.25,90.53,528.72,2024
ORD104805,2024-04-05,CUST1104,Tracy Lara,South,Manchester,Bakery,Rather Bag,9,109.43,0.01,Credit Card,Completed,Express,975.02,162.37,812.65,2024
ORD101923,2024-04-05,CUST1114,Jennifer Bradford,East,Leeds,Produce,Their Pack,1,35.04,0.2,Online Payment,Pending,Same-Day,28.03,4.9,23.13,2024
ORD104199,2024-04-05,CUST1780,Steven Rogers,East,Bristol,Produce,Response Box,7,93.47,0.07,Cash,Completed,Standard,608.49,108.35,500.14,2024
ORD101504,2024-04-05,CUST1424,Jeffrey Hayes,West,Glasgow,Snacks,Bring Box,6,107.07,0.12,Credit Card,Cancelled,Standard,565.33,38.25,527.08,2024
ORD102420,2024-04-05,CUST1272,Andrea Mills,West,Leeds,Dairy,Charge Box,8,130.02,0.23,Online Payment,Pending,Express,800.92,99.07,701.85,2024
ORD103882,2024-04-05,CUST1180,Kimberly Lopez,South,Liverpool,Household,Service Bag,1,87.16,0.12,Online Payment,Completed,Same-Day,76.7,17.51,59.19,2024
ORD100192,2024-04-05,CUST1108,Brenda Burns,West,Bristol,Beverages,Them Bottle,2,37.14,0.25,Mobile Payment,Completed,Standard,55.71,9.28,46.43,2024
ORD100143,2024-04-05,CUST1405,Lorraine Williams,West,Newcastle,Frozen Foods,Thus Bag,6,128.44,0.17,Cash,Cancelled,Standard,639.63,92.44,547.19,2024
ORD103693,2024-04-05,CUST1787,Seth Perez,East,Glasgow,Frozen Foods,Rate Bag,6,90.84,0.01,Mobile Payment,Pending,Same-Day,539.59,90.69,448.9,2024
ORD100547,2024-04-05,CUST1816,Christopher Bates,West,Manchester,Household,Discussion Box,4,74.73,0.06,Credit Card,Pending,Express,280.98,20.57,260.41,2024
ORD100494,2024-04-05,CUST1896,Robert Morrison,North,Birmingham,Bakery,Consumer Box,8,110.0,0.22,Mobile Payment,Pending,Express,686.4,40.7,645.7,2024
ORD100233,2024-04-06,CUST1179,Carrie Yates,West,Bristol,Snacks,Fight Box,1,115.95,0.1,Online Payment,Completed,Standard,104.36,10.67,93.69,2024
ORD101266,2024-04-06,CUST1347,Amber Aguilar,East,Sheffield,Dairy,Side Set,1,82.03,0.07,Cash,Pending,Same-Day,76.29,8.71,67.58,2024
ORD101086,2024-04-06,CUST1767,David Clark,East,Newcastle,Dairy,Some Set,9,57.11,0.12,Online Payment,Cancelled,Same-Day,452.31,62.7,389.61,2024
ORD100321,2024-04-06,CUST1057,Andrea Gentry,North,London,Snacks,Practice Set,9,30.45,0.03,Online Payment,Cancelled,Express,265.83,28.08,237.75,2024
ORD104544,2024-04-06,CUST1627,Rachel Brady,North,Sheffield,Bakery,Popular Bag,3,47.63,0.06,Cash,Cancelled,Standard,134.32,11.06,123.26,2024
ORD102453,2024-04-06,CUST1619,Christopher Hall,West,London,Dairy,House Bag,6,73.05,0.22,Credit Card,Pending,Same-Day,341.87,39.68,302.19,2024
ORD102528,2024-04-06,CUST1574,Joe Clark,South,Newcastle,Produce,Pattern Pack,9,62.53,0.23,Mobile Payment,Completed,Same-Day,433.33,101.19,332.14,2024
ORD102961,2024-04-06,CUST1100,Nancy Henderson DDS,South,Glasgow,Dairy,Listen Box,9,58.04,0.04,Online Payment,Completed,Standard,501.47,95.83,405.64,2024
ORD104279,2024-04-06,CUST1322,Cole Mcdonald,North,Newcastle,Beverages,Represent Bottle,7,105.42,0.1,Online Payment,Cancelled,Express,664.15,64.46,599.69,2024
ORD101335,2024-04-07,CUST1412,Paul Rocha,West,Glasgow,Snacks,Finally Pack,5,99.92,0.06,Cash,Cancelled,Same-Day,469.62,116.65,352.97,2024
ORD104989,2024-04-07,CUST1414,Elizabeth Stevens,East,Leeds,Dairy,Color Bottle,7,106.13,0.01,Cash,Completed,Express,735.48,96.11,639.37,2024
ORD101590,2024-04-07,CUST1373,Emily Quinn,East,Newcastle,Snacks,Morning Bottle,4,52.77,0.17,Online Payment,Cancelled,Express,175.2,30.49,144.71,2024
ORD101361,2024-04-07,CUST1692,Kevin Peterson,North,London,Household,Learn Set,5,15.76,0.16,Cash,Cancelled,Express,66.19,10.51,55.68,2024
ORD101481,2024-04-07,CUST1121,Jamie Gomez,North,London,Dairy,Hair Set,2,27.1,0.07,Cash,Completed,Express,50.41,11.22,39.19,2024
ORD101390,2024-04-07,CUST1154,Thomas Maxwell,East,Manchester,Snacks,Arm Box,6,98.15,0.11,Cash,Cancelled,Same-Day,524.12,105.27,418.85,2024
ORD103870,2024-04-07,CUST1533,Elizabeth Scott,West,Birmingham,Dairy,Meeting Bottle,3,142.06,0.02,Credit Card,Pending,Express,417.66,36.62,381.04,2024
ORD100738,2024-04-07,CUST1458,Jason Martinez,South,Sheffield,Dairy,Land Bag,9,7.42,0.07,Mobile Payment,Pending,Standard,62.11,8.83,53.28,2024
ORD102098,2024-04-07,CUST1341,Bradley Blair,South,Newcastle,Snacks,Make Box,2,51.38,0.2,Online Payment,Cancelled,Same-Day,82.21,15.5,66.71,2024
ORD102923,2024-04-07,CUST1364,Cody Coleman,East,London,Beverages,Local Box,3,81.35,0.22,Online Payment,Pending,Same-Day,190.36,28.07,162.29,2024
ORD100794,2024-04-07,CUST1464,Janice Ingram,West,Sheffield,Snacks,This Pack,9,16.48,0.06,Mobile Payment,Cancelled,Same-Day,139.42,12.39,127.03,2024
ORD104377,2024-04-07,CUST1414,Angela Smith,East,London,Snacks,Reality Bag,7,8.33,0.18,Online Payment,Cancelled,Standard,47.81,3.44,44.37,2024
ORD102912,2024-04-07,CUST1693,Gerald Garcia,East,Newcastle,Beverages,Above Bottle,8,49.09,0.08,Mobile Payment,Cancelled,Express,361.3,42.94,318.36,2024
ORD102910,2024-04-07,CUST1836,Corey Hodge,South,Glasgow,Produce,Indeed Bottle,6,31.33,0.04,Cash,Cancelled,Same-Day,180.46,14.4,166.06,2024
ORD100229,2024-04-07,CUST1466,Emily Daniels,West,Liverpool,Dairy,Tree Pack,7,109.57,0.16,Mobile Payment,Pending,Express,644.27,82.28,561.99,2024
ORD104329,2024-04-07,CUST1342,Jane Ho,South,Leeds,Beverages,Lot Pack,3,14.5,0.13,Online Payment,Pending,Same-Day,37.84,2.43,35.41,2024
ORD100344,2024-04-08,CUST1446,Fred Holden,North,Sheffield,Produce,Rest Box,7,133.38,0.01,Mobile Payment,Completed,Express,924.32,154.01,770.31,2024
ORD102445,2024-04-08,CUST1734,Dr. Sarah Smith,West,Newcastle,Beverages,Ok Bottle,1,136.6,0.12,Credit Card,Pending,Standard,120.21,26.74,93.47,2024
ORD100119,2024-04-08,CUST1269,Linda James,West,Birmingham,Snacks,Group Bottle,3,34.17,0.08,Cash,Pending,Express,94.31,14.76,79.55,2024
ORD100545,2024-04-08,CUST1708,Charles Riley,South,Sheffield,Household,Specific Bottle,4,113.98,0.03,Credit Card,Pending,Standard,442.24,88.49,353.75,2024
ORD103473,2024-04-08,CUST1873,Jesse Dawson,North,Liverpool,Frozen Foods,Whole Bottle,7,21.57,0.0,Online Payment,Completed,Express,150.99,15.99,135.0,2024
ORD104080,2024-04-08,CUST1099,Dana Hoffman,North,Newcastle,Bakery,Member Bag,8,149.62,0.07,Credit Card,Cancelled,Express,1113.17,209.59,903.58,2024
ORD102933,2024-04-08,CUST1070,Paul Sanders,South,Leeds,Dairy,Finish Box,1,16.29,0.13,Cash,Pending,Express,14.17,2.81,11.36,2024
ORD103363,2024-04-08,CUST1325,Benjamin Griffith,North,Bristol,Produce,Call Box,4,59.93,0.18,Mobile Payment,Pending,Standard,196.57,25.48,171.09,2024
ORD100740,2024-04-08,CUST1596,Mr. Allen Gardner,North,London,Snacks,Apply Bag,2,123.05,0.19,Online Payment,Cancelled,Standard,199.34,18.46,180.88,2024
ORD100580,2024-04-08,CUST1431,Chris Rivas,South,London,Snacks,Thought Set,2,50.23,0.17,Mobile Payment,Completed,Same-Day,83.38,16.52,66.86,2024
ORD100336,2024-04-08,CUST1871,Keith Huang,East,Birmingham,Household,Less Bag,6,52.33,0.17,Online Payment,Completed,Same-Day,260.6,30.68,229.92,2024
ORD104042,2024-04-08,CUST1580,James Martin,South,Newcastle,Snacks,Usually Pack,3,100.86,0.12,Online Payment,Pending,Standard,266.27,48.41,217.86,2024
ORD100288,2024-04-08,CUST1498,Michael Armstrong,East,Leeds,Bakery,White Bottle,6,15.48,0.02,Online Payment,Cancelled,Same-Day,91.02,8.43,82.59,2024
ORD101728,2024-04-08,CUST1507,Robert Hall,East,Manchester,Beverages,Oil Bag,5,72.27,0.12,Cash,Completed,Standard,317.99,28.32,289.67,2024
ORD100256,2024-04-08,CUST1139,Janet Robinson,East,Glasgow,Frozen Foods,Coach Box,8,84.91,0.11,Online Payment,Completed,Same-Day,604.56,134.21,470.35,2024
ORD100271,2024-04-08,CUST1682,Brittney Hunt,West,Sheffield,Household,Example Box,8,145.71,0.21,Mobile Payment,Pending,Express,920.89,50.86,870.03,2024
ORD101572,2024-04-08,CUST1065,Matthew Johnson,East,Leeds,Beverages,Law Box,6,18.98,0.04,Online Payment,Completed,Standard,109.32,8.52,100.8,2024
ORD100488,2024-04-09,CUST1673,Jason Bates,South,Leeds,Dairy,Back Bag,5,63.58,0.0,Online Payment,Completed,Standard,317.9,47.25,270.65,2024
ORD103761,2024-04-09,CUST1124,Jesse Keith,West,Newcastle,Beverages,Evening Set,7,133.69,0.14,Mobile Payment,Pending,Same-Day,804.81,65.73,739.08,2024
ORD103768,2024-04-09,CUST1577,Sean Robinson,North,Birmingham,Beverages,Who Pack,6,122.26,0.17,Online Payment,Completed,Standard,608.85,55.41,553.44,2024
ORD103712,2024-04-09,CUST1885,April Austin,South,Liverpool,Beverages,Realize Pack,2,92.27,0.14,Online Payment,Completed,Standard,158.7,38.23,120.47,2024
ORD100569,2024-04-09,CUST1398,Eugene Baker,West,Liverpool,Produce,Detail Pack,6,145.87,0.09,Online Payment,Cancelled,Standard,796.45,59.53,736.92,2024
ORD101947,2024-04-09,CUST1326,Christopher Bell,North,Newcastle,Household,Become Bag,8,87.52,0.07,Credit Card,Cancelled,Standard,651.15,134.35,516.8,2024
ORD102828,2024-04-09,CUST1890,David Carter,West,Leeds,Produce,Military Bag,8,145.87,0.0,Cash,Pending,Same-Day,1166.96,142.95,1024.01,2024
ORD100478,2024-04-09,CUST1437,Lisa Cohen,East,Bristol,Beverages,Ok Box,6,81.33,0.07,Online Payment,Cancelled,Express,453.82,94.29,359.53,2024
ORD104362,2024-04-09,CUST1824,Jennifer Murphy,North,Glasgow,Bakery,Lay Box,5,82.08,0.07,Credit Card,Pending,Same-Day,381.67,58.66,323.01,2024
ORD100012,2024-04-09,CUST1109,Anthony Hale,North,Leeds,Snacks,Suffer Box,2,31.28,0.14,Mobile Payment,Cancelled,Same-Day,53.8,8.67,45.13,2024
ORD103384,2024-04-09,CUST1230,Frank Oneal,South,Liverpool,Dairy,That Set,8,91.45,0.05,Cash,Pending,Express,695.02,136.82,558.2,2024
ORD102225,2024-04-09,CUST1206,Dennis Butler,East,Bristol,Household,Score Bottle,1,117.29,0.03,Mobile Payment,Completed,Same-Day,113.77,27.15,86.62,2024
ORD104227,2024-04-09,CUST1128,Kenneth Barton,West,Leeds,Snacks,Fly Set,6,104.86,0.02,Online Payment,Cancelled,Express,616.58,138.34,478.24,2024
ORD103113,2024-04-09,CUST1057,Gina Campbell,South,Newcastle,Produce,Card Box,6,110.41,0.16,Online Payment,Pending,Standard,556.47,136.02,420.45,2024
ORD103488,2024-04-10,CUST1440,Monica Smith,South,Bristol,Bakery,Interest Set,2,76.17,0.09,Credit Card,Pending,Standard,138.63,31.61,107.02,2024
ORD100201,2024-04-10,CUST1780,Adam Grant,West,London,Bakery,Give Box,1,46.81,0.16,Credit Card,Cancelled,Standard,39.32,8.08,31.24,2024
ORD101428,2024-04-10,CUST1449,Jennifer Allen,West,Bristol,Frozen Foods,Him Bag,7,50.68,0.09,Mobile Payment,Pending,Same-Day,322.83,23.79,299.04,2024
ORD102998,2024-04-10,CUST1089,Richard Marshall,East,London,Frozen Foods,Friend Bag,2,103.21,0.03,Cash,Pending,Express,200.23,28.47,171.76,2024
ORD102712,2024-04-10,CUST1293,Diana Murray,West,Bristol,Produce,Pressure Pack,8,138.52,0.17,Credit Card,Cancelled,Standard,919.77,183.58,736.19,2024
ORD100510,2024-04-10,CUST1021,James Gray,West,Liverpool,Beverages,Assume Bag,9,118.3,0.04,Mobile Payment,Completed,Express,1022.11,107.39,914.72,2024
ORD103001,2024-04-10,CUST1293,Kevin Li,West,Newcastle,Dairy,Property Pack,9,97.74,0.05,Mobile Payment,Completed,Same-Day,835.68,75.82,759.86,2024
ORD101161,2024-04-10,CUST1684,Michael Rivera,North,London,Beverages,Business Pack,9,23.35,0.03,Credit Card,Completed,Express,203.85,24.22,179.63,2024
ORD103732,2024-04-10,CUST1510,Daniel Morales,East,Birmingham,Frozen Foods,Decide Bag,5,65.11,0.09,Mobile Payment,Cancelled,Express,296.25,57.83,238.42,2024
ORD100125,2024-04-10,CUST1792,Matthew Olson,North,Birmingham,Frozen Foods,Area Bag,2,147.57,0.05,Credit Card,Pending,Same-Day,280.38,21.98,258.4,2024
ORD104019,2024-04-10,CUST1429,Laurie Russell,East,Liverpool,Bakery,Glass Pack,7,33.83,0.25,Cash,Completed,Same-Day,177.61,15.58,162.03,2024
ORD100935,2024-04-10,CUST1107,Jasmine Flores,East,Leeds,Beverages,Least Set,1,88.78,0.17,Cash,Pending,Same-Day,73.69,15.82,57.87,2024
ORD102547,2024-04-10,CUST1281,Emily Gonzalez MD,North,Sheffield,Frozen Foods,Past Bottle,2,144.92,0.05,Credit Card,Cancelled,Express,275.35,44.76,230.59,2024
ORD104007,2024-04-10,CUST1541,Joshua Allison,South,Leeds,Dairy,Red Set,5,28.2,0.03,Credit Card,Completed,Standard,136.77,10.44,126.33,2024
ORD100411,2024-04-10,CUST1445,Melissa Leon,South,Manchester,Frozen Foods,Particular Box,2,113.8,0.11,Online Payment,Pending,Same-Day,202.56,15.25,187.31,2024
ORD102371,2024-04-10,CUST1526,Richard Bowen,North,Sheffield,Frozen Foods,Certainly Set,3,101.47,0.1,Credit Card,Pending,Express,273.97,68.43,205.54,2024
ORD102459,2024-04-10,CUST1246,Brittany Martinez,East,Sheffield,Dairy,Call Bag,4,88.33,0.11,Cash,Cancelled,Express,314.45,53.93,260.52,2024
ORD103746,2024-04-10,CUST1675,Brandy Taylor,North,Liverpool,Household,Leader Bag,9,45.45,0.11,Online Payment,Cancelled,Standard,364.05,37.66,326.39,2024
ORD101015,2024-04-10,CUST1526,Daniel Suarez,South,London,Frozen Foods,Write Box,6,42.79,0.16,Credit Card,Completed,Standard,215.66,43.94,171.72,2024
ORD101424,2024-04-11,CUST1880,Robert Bartlett,East,Leeds,Bakery,Toward Set,3,77.69,0.24,Credit Card,Cancelled,Same-Day,177.13,22.53,154.6,2024
ORD102101,2024-04-11,CUST1277,James Martinez,East,Glasgow,Beverages,Discuss Bottle,2,98.67,0.04,Online Payment,Cancelled,Express,189.45,43.51,145.94,2024
ORD104503,2024-04-11,CUST1648,Shannon Edwards,West,Birmingham,Frozen Foods,Lead Box,1,61.32,0.12,Credit Card,Pending,Standard,53.96,4.7,49.26,2024
ORD102123,2024-04-11,CUST1160,Joseph Norris Jr.,West,Leeds,Bakery,Region Box,2,39.71,0.21,Credit Card,Pending,Express,62.74,11.45,51.29,2024
ORD103019,2024-04-11,CUST1050,Randy Brown,South,Sheffield,Dairy,Too Set,6,123.28,0.23,Mobile Payment,Completed,Express,569.55,130.2,439.35,2024
ORD103125,2024-04-11,CUST1305,Shannon Yates,West,Newcastle,Dairy,Family Bag,5,97.14,0.12,Mobile Payment,Pending,Express,427.42,31.18,396.24,2024
ORD102267,2024-04-11,CUST1846,Steven Roberts,South,Birmingham,Dairy,How Pack,9,129.32,0.19,Credit Card,Completed,Same-Day,942.74,131.39,811.35,2024
ORD101810,2024-04-11,CUST1116,Raymond Smith,South,Birmingham,Snacks,Hospital Box,4,17.61,0.18,Credit Card,Completed,Standard,57.76,6.46,51.3,2024
ORD104187,2024-04-11,CUST1600,Connie Wilkerson,South,Birmingham,Dairy,Economy Set,1,56.35,0.17,Mobile Payment,Pending,Standard,46.77,7.73,39.04,2024
ORD102099,2024-04-11,CUST1831,Christina Soto,West,Bristol,Produce,Experience Box,3,100.96,0.04,Mobile Payment,Cancelled,Express,290.76,36.89,253.87,2024
ORD103907,2024-04-11,CUST1560,Jessica Jensen,North,Leeds,Beverages,Heart Bottle,9,57.48,0.13,Online Payment,Completed,Same-Day,450.07,48.06,402.01,2024
ORD103521,2024-04-11,CUST1165,Kyle Williams,West,Newcastle,Beverages,Report Set,1,15.55,0.19,Credit Card,Cancelled,Same-Day,12.6,1.91,10.69,2024
ORD103813,2024-04-11,CUST1760,Zachary Brown II,West,Newcastle,Bakery,Total Set,6,62.93,0.12,Mobile Payment,Cancelled,Express,332.27,49.81,282.46,2024
ORD103805,2024-04-11,CUST1535,Alexandria Hendricks,North,Leeds,Household,Suffer Set,6,98.06,0.09,Online Payment,Completed,Express,535.41,27.22,508.19,2024
ORD102304,2024-04-11,CUST1043,Mr. Terry Smith MD,East,Sheffield,Bakery,Information Bag,8,106.74,0.12,Cash,Completed,Standard,751.45,89.92,661.53,2024
ORD101835,2024-04-12,CUST1852,Donna Valdez,North,Sheffield,Snacks,Decide Bag,3,34.16,0.1,Mobile Payment,Pending,Standard,92.23,22.5,69.73,2024
ORD102456,2024-04-12,CUST1078,Cynthia Mccarthy,North,Leeds,Dairy,Doctor Pack,5,140.52,0.15,Cash,Cancelled,Standard,597.21,74.07,523.14,2024
ORD103295,2024-04-12,CUST1178,Anthony Jordan,South,Leeds,Bakery,Bed Bottle,3,62.71,0.23,Cash,Cancelled,Same-Day,144.86,31.85,113.01,2024
ORD104102,2024-04-12,CUST1274,Amanda Scott,South,Manchester,Snacks,Indeed Bag,3,40.36,0.04,Online Payment,Pending,Standard,116.24,16.95,99.29,2024
ORD104630,2024-04-12,CUST1259,Nicole Jones,West,Manchester,Beverages,Line Set,6,55.77,0.01,Cash,Cancelled,Same-Day,331.27,67.81,263.46,2024
ORD104137,2024-04-12,CUST1281,Joshua Wilson,West,Manchester,Beverages,West Bag,7,145.47,0.1,Online Payment,Cancelled,Standard,916.46,158.39,758.07,2024
ORD101473,2024-04-12,CUST1395,Robert Peters,North,Leeds,Frozen Foods,Wear Pack,8,16.54,0.01,Cash,Pending,Same-Day,131.0,20.27,110.73,2024
ORD100000,2024-04-12,CUST1782,Travis Roberts,West,Birmingham,Dairy,About Box,2,77.87,0.07,Credit Card,Pending,Standard,144.84,14.67,130.17,2024
ORD100417,2024-04-12,CUST1249,Lori Wallace,West,Birmingham,Household,Century Box,4,81.75,0.05,Mobile Payment,Cancelled,Express,310.65,74.57,236.08,2024
ORD100007,2024-04-12,CUST1583,Robert Travis,South,London,Beverages,This Pack,2,111.33,0.13,Online Payment,Completed,Express,193.71,48.15,145.56,2024
ORD100788,2024-04-12,CUST1140,Melissa Suarez,North,Glasgow,Bakery,Toward Bag,6,111.82,0.14,Cash,Pending,Standard,576.99,32.36,544.63,2024
ORD100283,2024-04-13,CUST1389,Victor Hicks,North,London,Snacks,Example Bag,2,58.66,0.17,Mobile Payment,Completed,Express,97.38,14.33,83.05,2024
ORD104569,2024-04-13,CUST1395,Morgan Whitney,North,Newcastle,Beverages,Result Bag,8,24.63,0.1,Cash,Cancelled,Standard,177.34,17.35,159.99,2024
ORD104820,2024-04-13,CUST1366,Kelly Compton,South,London,Household,Agree Pack,8,87.99,0.03,Credit Card,Cancelled,Express,682.8,140.24,542.56,2024
ORD101138,2024-04-13,CUST1705,Edward White,South,Leeds,Dairy,Home Pack,8,103.86,0.18,Cash,Cancelled,Standard,681.32,71.86,609.46,2024
ORD101058,2024-04-13,CUST1103,Bruce Dean,South,Birmingham,Bakery,Way Set,6,75.62,0.06,Online Payment,Cancelled,Standard,426.5,47.24,379.26,2024
ORD104755,2024-04-13,CUST1594,Dr. Nicholas Jenkins,North,Sheffield,Frozen Foods,Level Bag,9,65.11,0.19,Credit Card,Completed,Express,474.65,27.13,447.52,2024
ORD104197,2024-04-13,CUST1051,Jennifer Myers,East,Birmingham,Bakery,Possible Pack,5,147.76,0.05,Online Payment,Completed,Express,701.86,70.83,631.03,2024
ORD104914,2024-04-13,CUST1652,Kathleen Casey,North,Liverpool,Frozen Foods,Set Bottle,2,46.8,0.09,Credit Card,Pending,Same-Day,85.18,16.1,69.08,2024
ORD101071,2024-04-13,CUST1799,Sarah Werner,South,Glasgow,Household,Green Box,3,53.96,0.06,Online Payment,Completed,Same-Day,152.17,8.85,143.32,2024
ORD103867,2024-04-13,CUST1324,Wendy Wilson,North,London,Produce,Social Bag,9,73.81,0.1,Credit Card,Pending,Same-Day,597.86,121.53,476.33,2024
ORD100369,2024-04-13,CUST1359,David Hall,North,Birmingham,Snacks,Rest Set,2,91.8,0.02,Cash,Pending,Standard,179.93,29.0,150.93,2024
ORD103603,2024-04-13,CUST1163,Andrea Johnson,South,Manchester,Dairy,Several Box,1,16.43,0.19,Online Payment,Pending,Express,13.31,2.04,11.27,2024
ORD102684,2024-04-13,CUST1739,Ashley Brown,West,Birmingham,Produce,Job Box,5,101.72,0.19,Mobile Payment,Completed,Standard,411.97,80.48,331.49,2024
ORD102333,2024-04-13,CUST1608,Robert Carlson,West,Manchester,Produce,Event Box,5,22.01,0.1,Cash,Pending,Same-Day,99.05,7.5,91.55,2024
ORD103476,2024-04-13,CUST1578,Steven Martin,South,Leeds,Household,Room Pack,5,6.57,0.07,Online Payment,Cancelled,Same-Day,30.55,2.87,27.68,2024
ORD102982,2024-04-13,CUST1627,Rose Mccarty,West,Leeds,Household,Speech Pack,6,11.07,0.01,Mobile Payment,Cancelled,Standard,65.76,7.99,57.77,2024
ORD101415,2024-04-13,CUST1185,Sean Rodriguez MD,North,Liverpool,Snacks,Change Bag,2,121.21,0.09,Mobile Payment,Pending,Express,220.6,37.69,182.91,2024
ORD103878,2024-04-13,CUST1675,Tracy Bailey,East,Leeds,Dairy,Wear Set,4,123.93,0.02,Mobile Payment,Cancelled,Same-Day,485.81,121.18,364.63,2024
ORD101072,2024-04-13,CUST1526,Elizabeth Harris,North,Newcastle,Bakery,Market Bottle,6,92.55,0.16,Mobile Payment,Cancelled,Same-Day,466.45,95.88,370.57,2024
ORD101141,2024-04-13,CUST1007,Heather Page,North,Bristol,Produce,Tough Bag,9,42.62,0.07,Credit Card,Completed,Express,356.73,59.97,296.76,2024
ORD103830,2024-04-13,CUST1214,Brittany Collins,East,Leeds,Frozen Foods,Price Box,1,19.22,0.17,Cash,Completed,Standard,15.95,2.82,13.13,2024
ORD102587,2024-04-14,CUST1122,Nancy Garcia,South,Glasgow,Frozen Foods,There Bottle,7,53.56,0.16,Mobile Payment,Pending,Same-Day,314.93,56.38,258.55,2024
ORD104068,2024-04-14,CUST1187,Deborah Smith,East,Birmingham,Bakery,Everybody Box,6,56.75,0.03,Credit Card,Pending,Express,330.28,36.57,293.71,2024
ORD100739,2024-04-14,CUST1522,James Fuentes,West,Birmingham,Bakery,Open Box,2,63.57,0.05,Cash,Pending,Same-Day,120.78,9.11,111.67,2024
ORD101924,2024-04-14,CUST1893,Jennifer Hernandez,North,Bristol,Bakery,Firm Set,8,75.06,0.02,Online Payment,Cancelled,Same-Day,588.47,51.43,537.04,2024
ORD100532,2024-04-14,CUST1071,Jason Stevens,West,Birmingham,Dairy,Finally Set,8,80.09,0.22,Mobile Payment,Cancelled,Same-Day,499.76,47.02,452.74,2024
ORD102519,2024-04-14,CUST1665,Lynn Thompson,East,Birmingham,Beverages,Morning Bottle,2,59.64,0.02,Cash,Pending,Same-Day,116.89,9.27,107.62,2024
ORD101592,2024-04-14,CUST1427,Mark Wilkerson,West,Bristol,Dairy,Investment Box,7,83.48,0.14,Mobile Payment,Completed,Express,502.55,27.19,475.36,2024
ORD103324,2024-04-14,CUST1134,Justin Baldwin,South,Glasgow,Produce,None Box,4,122.01,0.11,Cash,Completed,Standard,434.36,95.26,339.1,2024
ORD102852,2024-04-15,CUST1516,Marissa King,South,Newcastle,Bakery,Themselves Pack,5,22.32,0.06,Cash,Pending,Standard,104.9,8.86,96.04,2024
ORD102175,2024-04-15,CUST1362,Kristi Stewart,West,Glasgow,Household,Responsibility Bottle,1,136.05,0.17,Online Payment,Cancelled,Standard,112.92,20.07,92.85,2024
